gene_id	biotype	product
WBGene00228678	protein_coding	NA
WBGene00268357	protein_coding	NA
WBGene00268358	protein_coding	NA
WBGene00268359	protein_coding	NA
WBGene00236723	snoRNA	NA
WBGene00268360	protein_coding	NA
WBGene00268361	protein_coding	NA
WBGene00268362	protein_coding	NA
WBGene00236204	miRNA	NA
WBGene00268363	protein_coding	NA
WBGene00228360	protein_coding	NA
WBGene00268364	protein_coding	NA
WBGene00268365	protein_coding	NA
WBGene00268366	protein_coding	NA
WBGene00228495	protein_coding	hypotetical protein, conserved
WBGene00268367	protein_coding	NA
WBGene00269669	pseudogene	NA
WBGene00269670	pseudogene	NA
WBGene00269671	pseudogene	NA
WBGene00269672	pseudogene	NA
WBGene00269673	pseudogene	NA
WBGene00269674	pseudogene	NA
WBGene00268368	protein_coding	NA
WBGene00269675	pseudogene	NA
WBGene00269676	pseudogene	NA
WBGene00269677	pseudogene	NA
WBGene00269678	pseudogene	NA
WBGene00269679	pseudogene	NA
WBGene00269680	pseudogene	NA
WBGene00269681	pseudogene	NA
WBGene00269682	pseudogene	NA
WBGene00269683	pseudogene	NA
WBGene00269684	pseudogene	NA
WBGene00268369	transposon_protein_coding	NA
WBGene00268370	protein_coding	NA
WBGene00268371	protein_coding	NA
WBGene00268372	protein_coding	NA
WBGene00268373	protein_coding	NA
WBGene00268374	transposon_protein_coding	NA
WBGene00269685	pseudogene	NA
WBGene00268375	protein_coding	NA
WBGene00221731	protein_coding	NA
WBGene00268376	protein_coding	NA
WBGene00269686	pseudogene	NA
WBGene00269687	pseudogene	NA
WBGene00269688	pseudogene	NA
WBGene00269689	pseudogene	NA
WBGene00269690	pseudogene	NA
WBGene00269691	pseudogene	NA
WBGene00268377	protein_coding	NA
WBGene00269692	pseudogene	NA
WBGene00268378	protein_coding	NA
WBGene00268379	protein_coding	NA
WBGene00269693	pseudogene	NA
WBGene00269694	pseudogene	NA
WBGene00268380	protein_coding	NA
WBGene00232560	protein_coding	NA
WBGene00268381	protein_coding	NA
WBGene00268383	protein_coding	NA
WBGene00268384	protein_coding	NA
WBGene00268385	protein_coding	NA
WBGene00233273	protein_coding	NA
WBGene00268386	protein_coding	NA
WBGene00268387	protein_coding	NA
WBGene00221804	protein_coding	Zinc finger, C2H2 type family protein
WBGene00268388	protein_coding	NA
WBGene00229399	protein_coding	Unidentified vitellogenin-linked transcript protein 5, isoform b, putative
WBGene00221470	protein_coding	NA
WBGene00229400	protein_coding	NA
WBGene00268389	protein_coding	NA
WBGene00268390	protein_coding	NA
WBGene00268391	protein_coding	NA
WBGene00268392	protein_coding	NA
WBGene00268393	protein_coding	NA
WBGene00268394	protein_coding	NA
WBGene00268395	protein_coding	NA
WBGene00268396	protein_coding	NA
WBGene00268397	protein_coding	NA
WBGene00232924	protein_coding	NA
WBGene00268398	protein_coding	NA
WBGene00268399	transposon_protein_coding	NA
WBGene00225416	protein_coding	NA
WBGene00268400	protein_coding	NA
WBGene00268401	protein_coding	NA
WBGene00268402	protein_coding	NA
WBGene00269695	pseudogene	NA
WBGene00269696	pseudogene	NA
WBGene00269697	pseudogene	NA
WBGene00269698	pseudogene	NA
WBGene00268403	protein_coding	NA
WBGene00236064	snRNA	NA
WBGene00236069	rRNA	NA
WBGene00236063	snRNA	NA
WBGene00236066	snRNA	NA
WBGene00236062	snRNA	NA
WBGene00235749	snRNA	NA
WBGene00268404	protein_coding	NA
WBGene00268405	protein_coding	NA
WBGene00220533	protein_coding	NA
WBGene00268406	transposon_protein_coding	NA
WBGene00268407	transposon_protein_coding	NA
WBGene00269699	pseudogene	NA
WBGene00268408	protein_coding	NA
WBGene00269700	pseudogene	NA
WBGene00268409	protein_coding	NA
WBGene00230500	protein_coding	NA
WBGene00230094	protein_coding	Asparaginyl-tRNA synthetase, cytoplasmic, putative
WBGene00268410	protein_coding	NA
WBGene00269701	pseudogene	NA
WBGene00269702	pseudogene	NA
WBGene00268411	protein_coding	NA
WBGene00269703	pseudogene	NA
WBGene00269704	pseudogene	NA
WBGene00269705	pseudogene	NA
WBGene00269706	pseudogene	NA
WBGene00269707	pseudogene	NA
WBGene00269708	pseudogene	NA
WBGene00268412	protein_coding	NA
WBGene00268413	protein_coding	NA
WBGene00268414	protein_coding	NA
WBGene00220846	protein_coding	NA
WBGene00268415	protein_coding	NA
WBGene00268416	protein_coding	NA
WBGene00268417	protein_coding	NA
WBGene00268418	protein_coding	NA
WBGene00268419	protein_coding	NA
WBGene00220529	protein_coding	histone B4, putative
WBGene00268420	protein_coding	NA
WBGene00268421	transposon_protein_coding	NA
WBGene00268422	protein_coding	NA
WBGene00268423	protein_coding	NA
WBGene00269709	pseudogene	NA
WBGene00269710	pseudogene	NA
WBGene00269711	pseudogene	NA
WBGene00269712	pseudogene	NA
WBGene00269713	pseudogene	NA
WBGene00268424	protein_coding	NA
WBGene00230465	protein_coding	NA
WBGene00268425	protein_coding	NA
WBGene00268426	protein_coding	NA
WBGene00268427	protein_coding	NA
WBGene00220875	protein_coding	SD27140p, putative
WBGene00268428	protein_coding	NA
WBGene00268429	protein_coding	NA
WBGene00268430	protein_coding	NA
WBGene00268431	protein_coding	NA
WBGene00268432	protein_coding	NA
WBGene00268433	protein_coding	NA
WBGene00268434	protein_coding	NA
WBGene00228027	protein_coding	NA
WBGene00268435	protein_coding	NA
WBGene00268436	protein_coding	NA
WBGene00268437	protein_coding	NA
WBGene00268438	protein_coding	NA
WBGene00268439	protein_coding	NA
WBGene00268440	protein_coding	NA
WBGene00268441	protein_coding	NA
WBGene00268442	protein_coding	NA
WBGene00268443	transposon_protein_coding	NA
WBGene00268444	protein_coding	NA
WBGene00268445	protein_coding	NA
WBGene00268446	protein_coding	NA
WBGene00268447	protein_coding	NA
WBGene00268448	protein_coding	NA
WBGene00268449	protein_coding	NA
WBGene00268450	protein_coding	NA
WBGene00268451	protein_coding	NA
WBGene00268452	protein_coding	NA
WBGene00231369	protein_coding	Zinc finger, C2H2 type family protein
WBGene00232630	protein_coding	Zinc finger, C2H2 type family protein
WBGene00224726	protein_coding	conserved hypothetical protein
WBGene00226418	protein_coding	Serine\/threonine protein phosphatase F56C9.1 in chromosomeIII, putative
WBGene00226824	protein_coding	NA
WBGene00235002	protein_coding	NA
WBGene00235010	protein_coding	Hypothetical UPF0108 protein F45G2.8 in chromosome III, putative
WBGene00224605	protein_coding	NA
WBGene00220981	protein_coding	Protein kinase domain containing protein
WBGene00224381	protein_coding	ribosomal RNA methyltransferase, putative
WBGene00224382	protein_coding	Hypothetical UPF0195 protein F45G2.10 in chromosome III, putative
WBGene00226643	protein_coding	conserved hypothetical protein,hypothetical protein
WBGene00226644	protein_coding	Cytochrome c oxidase polypeptide Va, mitochondrial precursor, putative
WBGene00233602	protein_coding	NA
WBGene00228355	protein_coding	NA
WBGene00226558	protein_coding	NA
WBGene00221435	protein_coding	NA
WBGene00226490	protein_coding	105-kDa kinase-like protein, putative
WBGene00229129	protein_coding	PDZ domain containing protein
WBGene00234816	tRNA	NA
WBGene00232585	protein_coding	NA
WBGene00234801	tRNA	NA
WBGene00223497	protein_coding	DNA-directed RNA polymerase III subunit 127.6 kDa polypeptide, putative
WBGene00221409	protein_coding	NA
WBGene00223057	protein_coding	NA
WBGene00227557	protein_coding	C2 domain containing protein
WBGene00226667	protein_coding	dihydrouridine synthase domain containing protein
WBGene00234972	protein_coding	dihydrouridine synthase domain containing protein
WBGene00268453	protein_coding	NA
WBGene00268454	protein_coding	NA
WBGene00228939	protein_coding	Protein kinase domain containing protein
WBGene00223311	protein_coding	LPS glycosyltransferase family protein
WBGene00223309	protein_coding	cullin homolog 1, putative
WBGene00226592	protein_coding	Zinc finger, C2H2 type family protein
WBGene00224973	protein_coding	NA
WBGene00227742	protein_coding	Ced-11 protein, putative
WBGene00236131	snoRNA	NA
WBGene00225290	protein_coding	NA
WBGene00236688	miRNA	NA
WBGene00222583	protein_coding	conserved hypothetical protein
WBGene00233062	protein_coding	RNA recognition motif domain containing protein
WBGene00225475	protein_coding	RING finger protein 20, putative
WBGene00268455	protein_coding	NA
WBGene00221839	protein_coding	NA
WBGene00268456	protein_coding	NA
WBGene00221652	protein_coding	NA
WBGene00234869	tRNA	NA
WBGene00227129	protein_coding	Not1 N-terminal domain, CCR4-Not complex component family protein
WBGene00220799	protein_coding	NA
WBGene00234493	protein_coding	NA
WBGene00233759	protein_coding	NA
WBGene00226235	protein_coding	Myotubularin-related family protein
WBGene00231681	protein_coding	cell division protein kinase 10, putative
WBGene00230542	protein_coding	conserved hypothetical protein
WBGene00222118	protein_coding	conserved hypothetical protein,hypothetical protein
WBGene00233995	protein_coding	DNA replication licensing factor MCM5, putative
WBGene00221016	protein_coding	DNA-dependent RNA polymerase family protein
WBGene00234870	tRNA	NA
WBGene00232433	protein_coding	NA
WBGene00228809	protein_coding	histone acetyltransferase, putative
WBGene00234379	protein_coding	NA
WBGene00269714	pseudogene	NA
WBGene00268457	transposon_protein_coding	NA
WBGene00268458	protein_coding	NA
WBGene00268459	protein_coding	NA
WBGene00268460	protein_coding	NA
WBGene00223702	protein_coding	NA
WBGene00221795	protein_coding	NA
WBGene00226079	protein_coding	N-myristoyltransferase 2, putative
WBGene00234036	protein_coding	Synaptobrevin homolog YKT6, putative
WBGene00222037	protein_coding	glycosyl transferase, group 1 family protein
WBGene00233449	protein_coding	NA
WBGene00226896	protein_coding	NA
WBGene00268461	protein_coding	NA
WBGene00227396	protein_coding	Mpp10 protein
WBGene00229149	protein_coding	Leucine Rich Repeat family protein
WBGene00227744	protein_coding	conserved hypothetical protein,hypothetical protein
WBGene00228927	protein_coding	NA
WBGene00234355	protein_coding	NA
WBGene00228117	protein_coding	NA
WBGene00221056	protein_coding	NA
WBGene00220620	protein_coding	NA
WBGene00222611	protein_coding	Sec7 domain containing protein
WBGene00222610	protein_coding	Peptidase S24-like domain containing protein
WBGene00229596	protein_coding	NA
WBGene00229595	protein_coding	NA
WBGene00228737	protein_coding	Cadherin domain containing protein
WBGene00268463	protein_coding	NA
WBGene00225850	protein_coding	NA
WBGene00234787	tRNA	NA
WBGene00234786	tRNA	NA
WBGene00228648	protein_coding	NA
WBGene00228649	protein_coding	NA
WBGene00223758	protein_coding	NA
WBGene00223759	protein_coding	T-box protein 2, putative
WBGene00229633	protein_coding	conserved hypothetical protein
WBGene00221059	protein_coding	NA
WBGene00234814	tRNA	NA
WBGene00225831	protein_coding	trehalase I, putative
WBGene00224281	protein_coding	NA
WBGene00222460	protein_coding	phosphorylase B kinase alpha regulatory chain, putative
WBGene00225340	protein_coding	helicase, putative
WBGene00228264	protein_coding	NA
WBGene00268464	protein_coding	NA
WBGene00223099	protein_coding	conserved hypothetical protein
WBGene00225272	protein_coding	ribosomal protein L36 containing protein
WBGene00229308	protein_coding	NA
WBGene00226648	protein_coding	conserved hypothetical protein,hypothetical protein
WBGene00224282	protein_coding	Hypothetical UPF0131 protein CG2811, putative
WBGene00229309	protein_coding	NA
WBGene00268465	protein_coding	NA
WBGene00268466	protein_coding	NA
WBGene00268467	protein_coding	NA
WBGene00268468	protein_coding	NA
WBGene00234810	tRNA	NA
WBGene00223735	protein_coding	Notch signaling pathway homolog protein 1, putative
WBGene00232446	protein_coding	Protein set-1, putative
WBGene00226279	protein_coding	conserved hypothetical protein
WBGene00227790	protein_coding	ImpB\/MucB\/SamB family protein
WBGene00226872	protein_coding	S-phase kinase-associated protein  SKR-1 , putative
WBGene00226737	protein_coding	2-oxoisovalerate dehydrogenase alpha subunit, mitochondrial precursor, putative
WBGene00227867	protein_coding	Uncharacterized ACR, YagE family COG1723 containing protein
WBGene00234077	protein_coding	glutaminyl-tRNA synthetase, putative
WBGene00233913	protein_coding	SMC family, C-terminal domain containing protein
WBGene00229071	protein_coding	Zinc finger, C2H2 type family protein
WBGene00220500	protein_coding	NA
WBGene00232647	protein_coding	NA
WBGene00225378	protein_coding	DHHC zinc finger domain containing protein
WBGene00221937	protein_coding	NA
WBGene00228924	protein_coding	NA
WBGene00224672	protein_coding	major sperm protein 3, putative
WBGene00228951	protein_coding	NA
WBGene00228950	protein_coding	conserved hypothetical protein
WBGene00234110	protein_coding	RWD domain containing protein
WBGene00269339	protein_coding	NA
WBGene00269340	protein_coding	NA
WBGene00225723	protein_coding	Adenylyl cyclase protein, putative
WBGene00268469	protein_coding	NA
WBGene00230115	protein_coding	NA
WBGene00230116	protein_coding	NA
WBGene00221575	protein_coding	NA
WBGene00230117	protein_coding	NA
WBGene00225786	protein_coding	\/prediction, putative
WBGene00229471	protein_coding	MB2, putative
WBGene00222926	protein_coding	conserved hypothetical protein,hypothetical protein
WBGene00234940	protein_coding	PH domain containing protein
WBGene00227406	protein_coding	E1-E2 ATPase family protein
WBGene00229470	protein_coding	NA
WBGene00226641	protein_coding	MRG family protein
WBGene00224822	protein_coding	Variant SH3 domain containing protein
WBGene00223047	protein_coding	Cuticle collagen 14, putative
WBGene00225434	protein_coding	MGC85231 protein, putative
WBGene00226005	protein_coding	NA
WBGene00228343	protein_coding	NA
WBGene00228344	protein_coding	conserved hypothetical protein
WBGene00221848	protein_coding	conserved hypothetical protein
WBGene00223395	protein_coding	Glycosyl hydrolase family 85 protein
WBGene00235514	miRNA	NA
WBGene00228346	protein_coding	Transthyretin-like family protein
WBGene00223391	protein_coding	FYVE zinc finger family protein
WBGene00228347	protein_coding	NA
WBGene00231788	protein_coding	NA
WBGene00268471	protein_coding	NA
WBGene00220643	protein_coding	NA
WBGene00227875	protein_coding	NA
WBGene00236395	miRNA	NA
WBGene00232575	protein_coding	GBF1 protein, putative
WBGene00229752	protein_coding	kinesin family member 12, putative
WBGene00226821	protein_coding	Ras-related protein Rab-30, putative
WBGene00229597	protein_coding	NA
WBGene00225683	protein_coding	zgc:100814 protein, putative
WBGene00226330	protein_coding	gamma-secretase subunit pen-2, putative
WBGene00225686	protein_coding	NA
WBGene00229598	protein_coding	NA
WBGene00227345	protein_coding	TAP42-like family protein
WBGene00227344	protein_coding	conserved hypothetical protein
WBGene00227343	protein_coding	NA
WBGene00224918	protein_coding	NA
WBGene00234837	tRNA	NA
WBGene00222719	protein_coding	conserved hypothetical protein
WBGene00226743	protein_coding	GLY5a, putative
WBGene00223276	protein_coding	Mitochondrial carrier protein
WBGene00229599	protein_coding	Phosphatidylinositol-specific phospholipase C, X domain containing protein
WBGene00224707	protein_coding	P22U, putative
WBGene00222500	protein_coding	conserved hypothetical protein,hypothetical protein
WBGene00222826	protein_coding	PAN domain containing protein
WBGene00225175	protein_coding	Variant SH3 domain containing protein
WBGene00225694	protein_coding	NADH oxidoreductase complex I subunit, putative
WBGene00225695	protein_coding	Hsp90 protein
WBGene00225696	protein_coding	Myb-like DNA-binding domain containing protein
WBGene00223056	protein_coding	DEAD\/DEAH box helicase family protein
WBGene00220621	protein_coding	NA
WBGene00268472	protein_coding	NA
WBGene00255687	miRNA	NA
WBGene00225344	protein_coding	Kinesin motor domain containing protein
WBGene00223186	protein_coding	Lectin C-type domain containing protein
WBGene00227331	protein_coding	NA
WBGene00269715	pseudogene	NA
WBGene00268473	protein_coding	NA
WBGene00268474	protein_coding	NA
WBGene00228980	protein_coding	NA
WBGene00235479	snoRNA	NA
WBGene00223496	protein_coding	NA
WBGene00228979	protein_coding	NA
WBGene00226882	protein_coding	conserved hypothetical protein
WBGene00235478	miRNA	NA
WBGene00228024	protein_coding	Leucine Rich Repeat family protein
WBGene00228977	protein_coding	NA
WBGene00225123	protein_coding	Chymotrypsin-like protease CTRL-1 precursor, putative
WBGene00221415	protein_coding	NA
WBGene00227544	protein_coding	proteasome subunit alpha type 4, putative
WBGene00227542	protein_coding	conserved hypothetical protein
WBGene00228976	protein_coding	Patched related family protein 10, putative
WBGene00220396	protein_coding	NA
WBGene00228567	protein_coding	Tubulin alpha-2 chain, putative
